year,term,value,source,corpus,smoothing,case_sensitive
1830,made by skill,1.9333419309930377e-9,Google Books Ngram Viewer,en,0,false
1831,made by skill,0,Google Books Ngram Viewer,en,0,false
1832,made by skill,0,Google Books Ngram Viewer,en,0,false
1833,made by skill,8.667254136618396e-10,Google Books Ngram Viewer,en,0,false
1834,made by skill,3.442011786702892e-9,Google Books Ngram Viewer,en,0,false
1835,made by skill,0,Google Books Ngram Viewer,en,0,false
1836,made by skill,4.671506292908134e-9,Google Books Ngram Viewer,en,0,false
1837,made by skill,0,Google Books Ngram Viewer,en,0,false
1838,made by skill,0,Google Books Ngram Viewer,en,0,false
1839,made by skill,0,Google Books Ngram Viewer,en,0,false
1840,made by skill,1.5343254444744048e-9,Google Books Ngram Viewer,en,0,false
1841,made by skill,0,Google Books Ngram Viewer,en,0,false
1842,made by skill,0,Google Books Ngram Viewer,en,0,false
1843,made by skill,1.37612587991498e-9,Google Books Ngram Viewer,en,0,false
1844,made by skill,0,Google Books Ngram Viewer,en,0,false
1845,made by skill,5.383647416756787e-10,Google Books Ngram Viewer,en,0,false
1846,made by skill,1.6234251720703696e-9,Google Books Ngram Viewer,en,0,false
1847,made by skill,4.859608715435115e-9,Google Books Ngram Viewer,en,0,false
1848,made by skill,0,Google Books Ngram Viewer,en,0,false
1849,made by skill,1.1263944221795441e-9,Google Books Ngram Viewer,en,0,false
1850,made by skill,1.5226171434790103e-9,Google Books Ngram Viewer,en,0,false
1851,made by skill,8.164995790593821e-9,Google Books Ngram Viewer,en,0,false
1852,made by skill,1.219447920419725e-8,Google Books Ngram Viewer,en,0,false
1853,made by skill,8.487616720564972e-10,Google Books Ngram Viewer,en,0,false
1854,made by skill,2.9912812227195218e-9,Google Books Ngram Viewer,en,0,false
1855,made by skill,0,Google Books Ngram Viewer,en,0,false
1856,made by skill,8.813071938895689e-10,Google Books Ngram Viewer,en,0,false
1857,made by skill,0,Google Books Ngram Viewer,en,0,false
1858,made by skill,0,Google Books Ngram Viewer,en,0,false
1859,made by skill,0,Google Books Ngram Viewer,en,0,false
1860,made by skill,4.1274034190408315e-10,Google Books Ngram Viewer,en,0,false
1861,made by skill,0,Google Books Ngram Viewer,en,0,false
1862,made by skill,0,Google Books Ngram Viewer,en,0,false
1863,made by skill,0,Google Books Ngram Viewer,en,0,false
1864,made by skill,1.8184301842083528e-9,Google Books Ngram Viewer,en,0,false
1865,made by skill,4.581231782818662e-10,Google Books Ngram Viewer,en,0,false
1866,made by skill,4.0386469168929295e-10,Google Books Ngram Viewer,en,0,false
1867,made by skill,3.873393550346549e-10,Google Books Ngram Viewer,en,0,false
1868,made by skill,1.0241281156453397e-9,Google Books Ngram Viewer,en,0,false
1869,made by skill,0,Google Books Ngram Viewer,en,0,false
1870,made by skill,3.3114999631322917e-10,Google Books Ngram Viewer,en,0,false
1871,made by skill,1.8793129274996545e-9,Google Books Ngram Viewer,en,0,false
1872,made by skill,1.025459717141075e-9,Google Books Ngram Viewer,en,0,false
1873,made by skill,3.4654945579859486e-10,Google Books Ngram Viewer,en,0,false
1874,made by skill,0,Google Books Ngram Viewer,en,0,false
1875,made by skill,0,Google Books Ngram Viewer,en,0,false
1876,made by skill,0,Google Books Ngram Viewer,en,0,false
1877,made by skill,6.408264474622172e-10,Google Books Ngram Viewer,en,0,false
1878,made by skill,8.886696933885219e-10,Google Books Ngram Viewer,en,0,false
1879,made by skill,5.910555933574813e-10,Google Books Ngram Viewer,en,0,false
1880,made by skill,2.7062349583495404e-10,Google Books Ngram Viewer,en,0,false
1881,made by skill,0,Google Books Ngram Viewer,en,0,false
1882,made by skill,2.5852919804947305e-10,Google Books Ngram Viewer,en,0,false
1883,made by skill,2.584769731583947e-9,Google Books Ngram Viewer,en,0,false
1884,made by skill,9.444961479587732e-10,Google Books Ngram Viewer,en,0,false
1885,made by skill,2.4281127108949363e-10,Google Books Ngram Viewer,en,0,false
1886,made by skill,9.803005074360271e-10,Google Books Ngram Viewer,en,0,false
1887,made by skill,9.302879022676791e-10,Google Books Ngram Viewer,en,0,false
1888,made by skill,1.9387267347070747e-9,Google Books Ngram Viewer,en,0,false
1889,made by skill,0,Google Books Ngram Viewer,en,0,false
1890,made by skill,2.5279562887448037e-9,Google Books Ngram Viewer,en,0,false
1891,made by skill,1.23265486706714e-9,Google Books Ngram Viewer,en,0,false
1892,made by skill,4.007013054696529e-10,Google Books Ngram Viewer,en,0,false
1893,made by skill,1.8880665086928872e-10,Google Books Ngram Viewer,en,0,false
1894,made by skill,1.8964139980592876e-10,Google Books Ngram Viewer,en,0,false
1895,made by skill,1.741983224334831e-10,Google Books Ngram Viewer,en,0,false
1896,made by skill,1.043635067254911e-9,Google Books Ngram Viewer,en,0,false
1897,made by skill,8.427757935969282e-10,Google Books Ngram Viewer,en,0,false
1898,made by skill,3.2764715940380995e-10,Google Books Ngram Viewer,en,0,false
1899,made by skill,1.0795129234963952e-9,Google Books Ngram Viewer,en,0,false
1900,made by skill,5.942445424622633e-10,Google Books Ngram Viewer,en,0,false
1901,made by skill,2.8433511101155773e-10,Google Books Ngram Viewer,en,0,false
1902,made by skill,0,Google Books Ngram Viewer,en,0,false
1903,made by skill,2.7785382328282537e-10,Google Books Ngram Viewer,en,0,false
1904,made by skill,2.7367524912946806e-10,Google Books Ngram Viewer,en,0,false
1905,made by skill,3.9754372016531647e-10,Google Books Ngram Viewer,en,0,false
1906,made by skill,5.044326067960014e-10,Google Books Ngram Viewer,en,0,false
1907,made by skill,1.2942194538290153e-10,Google Books Ngram Viewer,en,0,false
1908,made by skill,2.4632546002933964e-10,Google Books Ngram Viewer,en,0,false
1909,made by skill,6.083397119382994e-10,Google Books Ngram Viewer,en,0,false
1910,made by skill,4.530859298856882e-10,Google Books Ngram Viewer,en,0,false
1911,made by skill,2.0890528196204627e-10,Google Books Ngram Viewer,en,0,false
1912,made by skill,3.301462714322412e-10,Google Books Ngram Viewer,en,0,false
1913,made by skill,5.363346433640004e-10,Google Books Ngram Viewer,en,0,false
1914,made by skill,1.0403566202965564e-10,Google Books Ngram Viewer,en,0,false
1915,made by skill,3.2842836783508744e-10,Google Books Ngram Viewer,en,0,false
1916,made by skill,1.0877294204236776e-10,Google Books Ngram Viewer,en,0,false
1917,made by skill,5.432633232160811e-10,Google Books Ngram Viewer,en,0,false
1918,made by skill,0,Google Books Ngram Viewer,en,0,false
1919,made by skill,0,Google Books Ngram Viewer,en,0,false
1920,made by skill,1.0535145672507795e-10,Google Books Ngram Viewer,en,0,false
1921,made by skill,2.0963020208597527e-10,Google Books Ngram Viewer,en,0,false
1922,made by skill,2.074185267986195e-10,Google Books Ngram Viewer,en,0,false
1923,made by skill,0,Google Books Ngram Viewer,en,0,false
1924,made by skill,1.4529620562253598e-10,Google Books Ngram Viewer,en,0,false
1925,made by skill,1.4487300248333668e-10,Google Books Ngram Viewer,en,0,false
1926,made by skill,0,Google Books Ngram Viewer,en,0,false
1927,made by skill,4.122391317196161e-10,Google Books Ngram Viewer,en,0,false
1928,made by skill,2.5934632219559717e-10,Google Books Ngram Viewer,en,0,false
1929,made by skill,0,Google Books Ngram Viewer,en,0,false
1930,made by skill,5.092599675293741e-10,Google Books Ngram Viewer,en,0,false
1931,made by skill,0,Google Books Ngram Viewer,en,0,false
1932,made by skill,0,Google Books Ngram Viewer,en,0,false
1933,made by skill,4.50095710702314e-10,Google Books Ngram Viewer,en,0,false
1934,made by skill,1.4310859441923895e-10,Google Books Ngram Viewer,en,0,false
1935,made by skill,4.0506092924275094e-10,Google Books Ngram Viewer,en,0,false
1936,made by skill,1.1207048483674598e-10,Google Books Ngram Viewer,en,0,false
1937,made by skill,1.2579985664284976e-10,Google Books Ngram Viewer,en,0,false
1938,made by skill,1.2578629804416153e-10,Google Books Ngram Viewer,en,0,false
1939,made by skill,0,Google Books Ngram Viewer,en,0,false
1940,made by skill,4.947776077735e-10,Google Books Ngram Viewer,en,0,false
1941,made by skill,0,Google Books Ngram Viewer,en,0,false
1942,made by skill,2.6630006533245876e-10,Google Books Ngram Viewer,en,0,false
1943,made by skill,2.1083628176654656e-9,Google Books Ngram Viewer,en,0,false
1944,made by skill,0,Google Books Ngram Viewer,en,0,false
1945,made by skill,4.166589850918001e-10,Google Books Ngram Viewer,en,0,false
1946,made by skill,1.1519356996059216e-10,Google Books Ngram Viewer,en,0,false
1947,made by skill,1.0796695482095942e-10,Google Books Ngram Viewer,en,0,false
1948,made by skill,0,Google Books Ngram Viewer,en,0,false
1949,made by skill,0,Google Books Ngram Viewer,en,0,false
1950,made by skill,9.352262714257265e-11,Google Books Ngram Viewer,en,0,false
1951,made by skill,2.8844587829368606e-10,Google Books Ngram Viewer,en,0,false
1952,made by skill,9.599530892412389e-11,Google Books Ngram Viewer,en,0,false
1953,made by skill,1.815017441897382e-10,Google Books Ngram Viewer,en,0,false
1954,made by skill,1.8868705209396097e-10,Google Books Ngram Viewer,en,0,false
1955,made by skill,1.7768454763089636e-10,Google Books Ngram Viewer,en,0,false
1956,made by skill,1.7200545154860691e-10,Google Books Ngram Viewer,en,0,false
1957,made by skill,5.759082100098567e-10,Google Books Ngram Viewer,en,0,false
1958,made by skill,1.6751312836849053e-10,Google Books Ngram Viewer,en,0,false
1959,made by skill,4.6283085697318427e-10,Google Books Ngram Viewer,en,0,false
1960,made by skill,7.280451796987109e-10,Google Books Ngram Viewer,en,0,false
1961,made by skill,2.7797183999034303e-10,Google Books Ngram Viewer,en,0,false
1962,made by skill,2.05167188793709e-10,Google Books Ngram Viewer,en,0,false
1963,made by skill,6.641865529788404e-11,Google Books Ngram Viewer,en,0,false
1964,made by skill,8.133610451821482e-11,Google Books Ngram Viewer,en,0,false
1965,made by skill,7.708937654893333e-11,Google Books Ngram Viewer,en,0,false
1966,made by skill,5.992421558964622e-10,Google Books Ngram Viewer,en,0,false
1967,made by skill,6.633305710268544e-11,Google Books Ngram Viewer,en,0,false
1968,made by skill,1.941070221223029e-10,Google Books Ngram Viewer,en,0,false
1969,made by skill,0,Google Books Ngram Viewer,en,0,false
1970,made by skill,6.580243294695975e-11,Google Books Ngram Viewer,en,0,false
1971,made by skill,4.5413559024432004e-10,Google Books Ngram Viewer,en,0,false
1972,made by skill,1.3238027340989333e-10,Google Books Ngram Viewer,en,0,false
1973,made by skill,1.9291232500329158e-10,Google Books Ngram Viewer,en,0,false
1974,made by skill,0,Google Books Ngram Viewer,en,0,false
1975,made by skill,0,Google Books Ngram Viewer,en,0,false
1976,made by skill,6.038922834017413e-11,Google Books Ngram Viewer,en,0,false
1977,made by skill,1.1990901327418868e-10,Google Books Ngram Viewer,en,0,false
1978,made by skill,0,Google Books Ngram Viewer,en,0,false
1979,made by skill,2.207410781940311e-10,Google Books Ngram Viewer,en,0,false
1980,made by skill,2.3654039837950336e-10,Google Books Ngram Viewer,en,0,false
1981,made by skill,0,Google Books Ngram Viewer,en,0,false
1982,made by skill,0,Google Books Ngram Viewer,en,0,false
1983,made by skill,1.1399178823090494e-10,Google Books Ngram Viewer,en,0,false
1984,made by skill,5.557717133730655e-11,Google Books Ngram Viewer,en,0,false
1985,made by skill,3.3332156479382036e-10,Google Books Ngram Viewer,en,0,false
1986,made by skill,1.6692494608783193e-10,Google Books Ngram Viewer,en,0,false
1987,made by skill,3.9049891098486e-10,Google Books Ngram Viewer,en,0,false
1988,made by skill,1.0917873549676216e-10,Google Books Ngram Viewer,en,0,false
1989,made by skill,5.1539144479972876e-11,Google Books Ngram Viewer,en,0,false
1990,made by skill,1.0062432831414725e-10,Google Books Ngram Viewer,en,0,false
1991,made by skill,5.07106370783994e-11,Google Books Ngram Viewer,en,0,false
1992,made by skill,9.924422395002352e-11,Google Books Ngram Viewer,en,0,false
1993,made by skill,9.91322926524596e-11,Google Books Ngram Viewer,en,0,false
1994,made by skill,9.975104076076491e-11,Google Books Ngram Viewer,en,0,false
1995,made by skill,2.958445433076662e-10,Google Books Ngram Viewer,en,0,false
1996,made by skill,3.524011638056379e-10,Google Books Ngram Viewer,en,0,false
1997,made by skill,1.5331516611816198e-10,Google Books Ngram Viewer,en,0,false
1998,made by skill,1.545487626763986e-10,Google Books Ngram Viewer,en,0,false
1999,made by skill,3.5643168971866146e-10,Google Books Ngram Viewer,en,0,false
2000,made by skill,2.436815749184973e-10,Google Books Ngram Viewer,en,0,false
2001,made by skill,1.0012898843392293e-10,Google Books Ngram Viewer,en,0,false
2002,made by skill,4.905129427634769e-11,Google Books Ngram Viewer,en,0,false
2003,made by skill,1.8911432142498796e-10,Google Books Ngram Viewer,en,0,false
2004,made by skill,1.4463681641263548e-10,Google Books Ngram Viewer,en,0,false
2005,made by skill,1.0059880706236868e-10,Google Books Ngram Viewer,en,0,false
2006,made by skill,4.9707429145007254e-11,Google Books Ngram Viewer,en,0,false
2007,made by skill,1.9449589161446568e-10,Google Books Ngram Viewer,en,0,false
2008,made by skill,4.109868556589902e-10,Google Books Ngram Viewer,en,0,false
2009,made by skill,5.398508376441846e-11,Google Books Ngram Viewer,en,0,false
2010,made by skill,1.0696627611439524e-10,Google Books Ngram Viewer,en,0,false
2011,made by skill,5.235031852457439e-11,Google Books Ngram Viewer,en,0,false
2012,made by skill,1.1531837984524174e-10,Google Books Ngram Viewer,en,0,false
2013,made by skill,1.5080500737063574e-10,Google Books Ngram Viewer,en,0,false
2014,made by skill,2.1796410509811182e-10,Google Books Ngram Viewer,en,0,false
2015,made by skill,2.0051262039633144e-10,Google Books Ngram Viewer,en,0,false
2016,made by skill,3.364492295876431e-10,Google Books Ngram Viewer,en,0,false
2017,made by skill,2.7851515538301896e-10,Google Books Ngram Viewer,en,0,false
2018,made by skill,1.0145335266331656e-10,Google Books Ngram Viewer,en,0,false
2019,made by skill,5.120394108715232e-10,Google Books Ngram Viewer,en,0,false
1800,human skill,1.4326816755172445e-7,Google Books Ngram Viewer,en,0,false
1801,human skill,7.392751655288521e-8,Google Books Ngram Viewer,en,0,false
1802,human skill,7.463125939466408e-8,Google Books Ngram Viewer,en,0,false
1803,human skill,1.0449744536344951e-7,Google Books Ngram Viewer,en,0,false
1804,human skill,1.3239700491496365e-7,Google Books Ngram Viewer,en,0,false
1805,human skill,2.294350900378106e-7,Google Books Ngram Viewer,en,0,false
1806,human skill,2.4285904487442167e-7,Google Books Ngram Viewer,en,0,false
1807,human skill,2.3212948008222156e-7,Google Books Ngram Viewer,en,0,false
1808,human skill,1.9464786649159294e-7,Google Books Ngram Viewer,en,0,false
1809,human skill,2.450673317611063e-7,Google Books Ngram Viewer,en,0,false
1810,human skill,2.400570044969186e-7,Google Books Ngram Viewer,en,0,false
1811,human skill,1.9028634312689974e-7,Google Books Ngram Viewer,en,0,false
1812,human skill,1.4876272524944056e-7,Google Books Ngram Viewer,en,0,false
1813,human skill,2.0504027364864896e-7,Google Books Ngram Viewer,en,0,false
1814,human skill,3.08962171402527e-7,Google Books Ngram Viewer,en,0,false
1815,human skill,2.8419257547263044e-7,Google Books Ngram Viewer,en,0,false
1816,human skill,1.8836345816453104e-7,Google Books Ngram Viewer,en,0,false
1817,human skill,2.7032061211684777e-7,Google Books Ngram Viewer,en,0,false
1818,human skill,2.906610447883651e-7,Google Books Ngram Viewer,en,0,false
1819,human skill,2.419754353555348e-7,Google Books Ngram Viewer,en,0,false
1820,human skill,2.5488645860605175e-7,Google Books Ngram Viewer,en,0,false
1821,human skill,3.3694846024445724e-7,Google Books Ngram Viewer,en,0,false
1822,human skill,4.371072118702912e-7,Google Books Ngram Viewer,en,0,false
1823,human skill,3.192568465149037e-7,Google Books Ngram Viewer,en,0,false
1824,human skill,3.206045682269121e-7,Google Books Ngram Viewer,en,0,false
1825,human skill,3.0193098154995823e-7,Google Books Ngram Viewer,en,0,false
1826,human skill,3.030957078653529e-7,Google Books Ngram Viewer,en,0,false
1827,human skill,3.178129786007844e-7,Google Books Ngram Viewer,en,0,false
1828,human skill,2.900192626054121e-7,Google Books Ngram Viewer,en,0,false
1829,human skill,3.388411196070251e-7,Google Books Ngram Viewer,en,0,false
1830,human skill,3.244552445602622e-7,Google Books Ngram Viewer,en,0,false
1831,human skill,3.0906241921258015e-7,Google Books Ngram Viewer,en,0,false
1832,human skill,3.2922737397411694e-7,Google Books Ngram Viewer,en,0,false
1833,human skill,3.6508171835647474e-7,Google Books Ngram Viewer,en,0,false
1834,human skill,3.248109003983757e-7,Google Books Ngram Viewer,en,0,false
1835,human skill,4.302772418918188e-7,Google Books Ngram Viewer,en,0,false
1836,human skill,3.8634954657723597e-7,Google Books Ngram Viewer,en,0,false
1837,human skill,3.1280252899001937e-7,Google Books Ngram Viewer,en,0,false
1838,human skill,3.9773455906555455e-7,Google Books Ngram Viewer,en,0,false
1839,human skill,3.7625618387604476e-7,Google Books Ngram Viewer,en,0,false
1840,human skill,3.292962820200529e-7,Google Books Ngram Viewer,en,0,false
1841,human skill,3.17350390854898e-7,Google Books Ngram Viewer,en,0,false
1842,human skill,3.263678600706754e-7,Google Books Ngram Viewer,en,0,false
