year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,genuine,0.00001985929192471758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1836,simulated,2.249992132608014e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1837,simulated,2.78929028096897e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1838,simulated,2.8150839170848485e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1839,simulated,3.195678335288221e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1840,simulated,3.1994858540329574e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1841,simulated,2.6921894891174247e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1842,simulated,2.8093777881821325e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1843,simulated,3.407260478205387e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1844,simulated,4.273431071233347e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1845,simulated,4.917243803248539e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1846,simulated,3.2931485915987935e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1847,simulated,3.6538486813952886e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1848,simulated,3.581338399172296e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1849,simulated,4.069296788422605e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1850,simulated,3.5042098289750356e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1851,simulated,3.8285610592936337e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1852,simulated,4.270226848790415e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1853,simulated,4.375233997322425e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1854,simulated,4.098554784448538e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1855,simulated,3.7745189906956966e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1856,simulated,4.820785202142019e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1857,simulated,4.5119372416024817e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1858,simulated,4.6540087117463713e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1859,simulated,4.309661503221207e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1860,simulated,4.57004683873663e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1861,simulated,5.364655120132511e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1862,simulated,5.210848232906073e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1863,simulated,4.849004091589393e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1864,simulated,5.197307668680651e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1865,simulated,4.1007111573065913e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1866,simulated,5.160936704662333e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1867,simulated,5.263765618934713e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1868,simulated,4.935836122044179e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1869,simulated,5.133032523474412e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1870,simulated,4.5394724024205857e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1871,simulated,4.513553472085263e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1872,simulated,4.0921036470464855e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1873,simulated,4.556521151499737e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1874,simulated,4.158141015953021e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1875,simulated,4.5217331567926067e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1876,simulated,4.663130941384708e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1877,simulated,5.00560849658882e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1878,simulated,5.393246018670084e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1879,simulated,5.178221067492217e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1880,simulated,5.87088354819798e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1881,simulated,5.006955339226238e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1882,simulated,5.682316484012517e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1883,simulated,5.653400267924269e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1884,simulated,5.677164223172326e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1885,simulated,5.800745288553344e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1886,simulated,5.791505151009346e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1887,simulated,5.360729726788804e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1888,simulated,5.372448805829322e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1889,simulated,5.265827032197024e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1890,simulated,4.971104892170786e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1891,simulated,5.094754040868565e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1892,simulated,5.258413851016996e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1893,simulated,5.20485538224591e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1894,simulated,5.748115916581753e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1895,simulated,5.495648180975365e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1896,simulated,5.687668567233573e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1897,simulated,5.209811964057565e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1898,simulated,5.283224733254599e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
