year,term,value,value_per_million,query_group,semantic_domain,narrative_role,source,corpus,smoothing,case_sensitive
2018,artificial mind,5.307668044657321e-9,0.005307668044657321,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2019,artificial mind,7.0866074119990685e-9,0.0070866074119990685,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2020,artificial mind,8.763587272531126e-9,0.008763587272531126,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1800,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1801,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1802,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1803,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1804,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1805,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1806,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1807,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1808,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1809,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1810,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1811,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1812,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1813,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1814,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1815,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1816,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1817,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1818,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1819,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1820,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1821,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1822,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1823,artificial brain,1.2093062107254582e-9,0.0012093062107254582,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1824,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1825,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1826,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1827,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1828,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1829,artificial brain,2.200267079643936e-9,0.002200267079643936,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1830,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1831,artificial brain,9.842752168864877e-10,0.0009842752168864877,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1832,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1833,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1834,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1835,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1836,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1837,artificial brain,2.3113488900605716e-9,0.0023113488900605716,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1838,artificial brain,1.5209734582910528e-9,0.0015209734582910528,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1839,artificial brain,7.166784388168423e-10,0.0007166784388168423,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1840,artificial brain,7.205607777116541e-10,0.0007205607777116541,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1841,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1842,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1843,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1844,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1845,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1846,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1847,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1848,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1849,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1850,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1851,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1852,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1853,artificial brain,5.16845499731744e-9,0.00516845499731744,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1854,artificial brain,1.2006798888464232e-9,0.0012006798888464232,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1855,artificial brain,4.0993441974279676e-10,0.00040993441974279676,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1856,artificial brain,8.247679761375082e-10,0.0008247679761375082,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1857,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1858,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1859,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1860,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1861,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1862,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1863,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1864,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1865,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1866,artificial brain,3.744031196184494e-10,0.0003744031196184494,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1867,artificial brain,3.5893943373110915e-10,0.00035893943373110915,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1868,artificial brain,3.1702312996984006e-10,0.00031702312996984006,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1869,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1870,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1871,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1872,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1873,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1874,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1875,artificial brain,6.174165623207273e-10,0.0006174165623207273,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1876,artificial brain,2.853105529609934e-10,0.0002853105529609934,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1877,artificial brain,2.959941181046588e-10,0.0002959941181046588,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1878,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1879,artificial brain,5.456223250988046e-10,0.0005456223250988046,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1880,artificial brain,2.502298923623414e-10,0.0002502298923623414,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1881,artificial brain,2.5947149984162365e-10,0.00025947149984162365,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1882,artificial brain,7.162674897642773e-10,0.0007162674897642773,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1883,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1884,artificial brain,2.1762784629952847e-10,0.00021762784629952847,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1885,artificial brain,2.2353574546940536e-10,0.00022353574546940536,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
1886,artificial brain,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix machine/body cognition candidate,Google Books Ngram Viewer,en,0,false
